# VIMOS_U
3100.0	0.00286841
3102.0	0.00293378
3104.0	0.00300057
3106.0	0.00306882
3108.0	0.00313855
3110.0	0.0032098
3112.0	0.0032826
3114.0	0.00335698
3116.0	0.00343298
3118.0	0.00351063
3120.0	0.00358996
3122.0	0.00367101
3124.0	0.00375381
3126.0	0.00383841
3128.0	0.00392483
3130.0	0.00401313
3132.0	0.00410333
3134.0	0.00419547
3136.0	0.0042896
3138.0	0.00438577
3140.0	0.004484
3142.0	0.00458435
3144.0	0.00468685
3146.0	0.00479156
3148.0	0.00489852
3150.0	0.00500778
3152.0	0.00511937
3154.0	0.00523337
3156.0	0.0053498
3158.0	0.00546873
3160.0	0.0055902
3162.0	0.00571427
3164.0	0.00584099
3166.0	0.00597042
3168.0	0.00610261
3170.0	0.00623763
3172.0	0.00637552
3174.0	0.00651635
3176.0	0.00666018
3178.0	0.00680707
3180.0	0.00695708
3182.0	0.00711028
3184.0	0.00726674
3186.0	0.00742652
3188.0	0.00758969
3190.0	0.00775632
3192.0	0.00792649
3194.0	0.00810026
3196.0	0.0082777
3198.0	0.0084589
3200.0	0.00864394
3202.0	0.00873924
3204.0	0.00883548
3206.0	0.00893265
3208.0	0.00903077
3210.0	0.00912985
3212.0	0.00922989
3214.0	0.00933091
3216.0	0.0094329
3218.0	0.00953589
3220.0	0.00963987
3222.0	0.00974486
3224.0	0.00985087
3226.0	0.00995791
3228.0	0.010066
3230.0	0.0101751
3232.0	0.0102853
3234.0	0.0103965
3236.0	0.0105088
3238.0	0.0106222
3240.0	0.0107367
3242.0	0.0108523
3244.0	0.0109689
3246.0	0.0110868
3248.0	0.0112057
3250.0	0.0113258
3252.0	0.0114314
3254.0	0.011538
3256.0	0.0116455
3258.0	0.011754
3260.0	0.0118634
3262.0	0.0119737
3264.0	0.0120851
3266.0	0.0121974
3268.0	0.0123106
3270.0	0.0124249
3272.0	0.0125402
3274.0	0.0126565
3276.0	0.0127737
3278.0	0.0128921
3280.0	0.0130114
3282.0	0.0131318
3284.0	0.0132532
3286.0	0.0133757
3288.0	0.0134993
3290.0	0.0136239
3292.0	0.0137496
3294.0	0.0138764
3296.0	0.0140043
3298.0	0.0141333
