# WFC3_f160w
13769.98	0.00101571
13803.35	0.00202851
13836.72	0.00372023
13870.09	0.0081738
13903.46	0.018446
13936.83	0.052778
13970.2	0.144468
14003.57	0.323539
14036.94	0.461085
14070.32	0.50418
14103.69	0.507064
14137.06	0.506802
14170.43	0.51267
14203.8	0.525132
14237.17	0.539531
14270.54	0.549128
14303.91	0.552824
14337.28	0.553201
14370.65	0.5539
14404.02	0.555491
14437.39	0.55625
14470.76	0.555957
14504.13	0.552287
14537.5	0.548059
14570.87	0.545123
14604.25	0.544926
14637.62	0.548762
14670.99	0.553291
14704.36	0.556179
14737.73	0.554503
14771.1	0.548979
14804.47	0.540924
14837.84	0.533875
14871.21	0.530778
14904.58	0.531175
14937.95	0.535119
14971.32	0.541097
15004.69	0.546703
15038.06	0.550295
15071.43	0.551946
15104.8	0.552662
15138.17	0.551698
15171.55	0.548674
15204.92	0.543985
15238.29	0.537469
15271.66	0.529611
15305.03	0.521936
15338.4	0.516583
15371.77	0.514816
15405.14	0.516277
15438.51	0.52041
15471.88	0.525235
15505.25	0.5291
15538.62	0.530488
15571.99	0.53035
15605.36	0.529444
15638.73	0.528509
15672.1	0.528518
15705.48	0.528552
15738.85	0.528398
15772.22	0.527016
15805.59	0.524588
15838.96	0.522517
15872.33	0.520314
15905.7	0.518632
15939.07	0.516946
15972.44	0.5144
16005.81	0.510754
16039.18	0.505231
16072.55	0.500356
16105.92	0.496819
16139.29	0.495301
16172.66	0.496049
16206.03	0.497174
16239.4	0.496622
16272.78	0.492473
16306.15	0.485426
16339.52	0.475641
16372.89	0.466522
16406.26	0.463083
16439.63	0.465757
16473.0	0.472982
16506.37	0.480884
16539.74	0.482333
16573.11	0.478006
16606.48	0.469219
16639.85	0.459613
16673.22	0.455587
16706.59	0.452379
16739.96	0.443553
16773.33	0.426293
16806.71	0.410174
16840.08	0.380717
16873.45	0.26116
16906.82	0.104928
16940.19	0.0342834
16973.56	0.0117632
17006.93	0.00443619
17040.3	0.00197173
17073.67	0.00100043
