20004.663860 1.11027748e-10 
20026.105090 8.75189874e-11 
20047.546320 6.88781415e-11 
20068.987540 5.39912192e-11 
20090.428770 4.29200652e-11 
20111.869990 3.39527467e-11 
20133.311220 2.69887315e-11 
20154.752450 2.17085301e-11 
20176.193670 1.72441502e-11 
20197.634900 1.38040499e-11 
20219.076120 1.14547919e-11 
20240.517350 9.42224151e-12 
20261.958580 7.87299376e-12 
20283.399800 6.79792778e-12 
20304.841030 6.02819949e-12 
20326.282250 5.38709859e-12 
20347.723480 4.80337628e-12 
20369.164710 4.35855752e-12 
20390.605930 3.84737082e-12 
20412.047160 3.55865774e-12 
20433.488380 3.29497907e-12 
20454.929610 2.96649190e-12 
20476.370840 2.71052014e-12 
20497.812060 2.62225651e-12 
20519.253290 2.66418563e-12 
20540.694510 2.81964167e-12 
20562.135740 3.12236477e-12 
20583.576970 3.61223712e-12 
20605.018190 4.07436971e-12 
20626.459420 4.35240984e-12 
20647.900640 4.57171380e-12 
20669.341870 4.70416160e-12 
20690.783100 4.61747669e-12 
20712.224320 4.57289109e-12 
20733.665550 5.12775867e-12 
20755.106770 5.85922674e-12 
20776.548000 7.06242895e-12 
20797.989230 8.91407230e-12 
20819.430450 1.11057923e-11 
20840.871680 1.34594064e-11 
20862.312900 1.54783564e-11 
20883.754130 1.86016970e-11 
20905.195360 2.20419094e-11 
20926.636580 2.53054604e-11 
20948.077810 3.04686985e-11 
20969.519030 3.69930455e-11 
20990.960260 4.40858686e-11 
21012.401490 5.28868884e-11 
21033.842710 6.76491696e-11 
21055.283940 8.83570453e-11 
21076.725160 1.09872283e-10 
21098.166390 1.37765962e-10 
21119.607620 1.71522390e-10 
21141.048840 1.96124981e-10 
21162.490070 2.03108264e-10 
21183.931290 1.95594353e-10 
21205.372520 1.82075219e-10 
21226.813750 1.64803444e-10 
21248.254970 1.48164519e-10 
21269.696200 1.34685811e-10 
21291.137420 1.23889222e-10 
21312.578650 1.13922171e-10 
21334.019880 1.09702932e-10 
21355.461100 1.12134178e-10 
21376.902330 1.11971469e-10 
21398.343550 1.07256824e-10 
21419.784780 1.01433272e-10 
21441.226010 9.69319296e-11 
21462.667230 8.89850926e-11 
21484.108460 8.16939348e-11 
21505.549680 8.12997848e-11 
21526.990910 8.68515485e-11 
21548.432140 9.44307673e-11 
21569.873360 1.02420836e-10 
21591.314590 1.14636686e-10 
21612.755810 1.29860489e-10 
21634.197040 1.34381072e-10 
21655.638270 1.26401632e-10 
21677.079490 1.11055869e-10 
21698.520720 9.80793769e-11 
21719.961940 9.15624044e-11 
21741.403170 8.83506942e-11 
21762.844400 9.17425601e-11 
21784.285620 9.79030865e-11 
21805.726850 1.04624572e-10 
21827.168070 1.14783598e-10 
21848.609300 1.33578791e-10 
21870.050530 1.52299482e-10 
21891.491750 1.61590711e-10 
21912.932980 1.69992342e-10 
21934.374200 1.90001969e-10 
21955.815430 2.12381886e-10 
21977.256660 2.24328092e-10 
21998.697880 2.32493609e-10 
22020.139110 2.75024063e-10 
22041.580330 3.56496429e-10 
22063.021560 4.59398862e-10 
22084.462790 5.87311307e-10 
22105.904010 7.47040597e-10 
22127.345240 9.47866923e-10 
22148.786460 1.15303847e-09 
22170.227690 1.40318414e-09 
22191.668920 1.75060206e-09 
22213.110140 2.30162385e-09 
22234.551370 2.94145565e-09 
22255.992590 3.53208835e-09 
22277.433820 4.20062136e-09 
22298.875050 4.74113642e-09 
22320.316270 5.07943107e-09 
22341.757500 5.24542450e-09 
22363.198720 5.58625275e-09 
22384.639950 5.92527169e-09 
22406.081180 6.20181755e-09 
22427.522400 6.67869795e-09 
22448.963630 7.89593158e-09 
22470.404850 1.00201328e-08 
22491.846080 1.25001981e-08 
22513.287310 1.55571108e-08 
22534.728530 1.91104168e-08 
22556.169760 2.32507922e-08 
22577.610980 2.72677643e-08 
22599.052210 3.11267553e-08 
22620.493440 3.46845546e-08 
22641.934660 3.90462296e-08 
22663.375890 4.28753757e-08 
22684.817110 4.32873229e-08 
22706.258340 4.27726172e-08 
22727.699570 4.45620777e-08 
22749.140790 4.79439090e-08 
22770.582020 4.94685590e-08 
22792.023240 5.09823226e-08 
22813.464470 5.32280641e-08 
22834.905700 5.61507952e-08 
22856.346920 5.99904607e-08 
22877.788150 6.13337374e-08 
22899.229370 6.22421277e-08 
22920.670600 6.58020858e-08 
22942.111830 7.04199012e-08 
22963.553050 7.26752502e-08 
22984.994280 7.49722379e-08 
23006.435500 8.94878073e-08 
23027.876730 1.12167344e-07 
23049.317960 1.38984528e-07 
23070.759180 1.72168399e-07 
23092.200410 2.18383751e-07 
23113.641630 2.89073896e-07 
23135.082860 3.75649794e-07 
23156.524090 4.77549275e-07 
23177.965310 6.16374224e-07 
23199.406540 8.08714877e-07 
23220.847760 1.06083780e-06 
23242.288990 1.28261978e-06 
23263.730220 1.46322819e-06 
23285.171440 1.65907135e-06 
23306.612670 1.94641789e-06 
23328.053890 2.16306658e-06 
23349.495120 2.23165283e-06 
23370.936350 2.33278720e-06 
23392.377570 2.36175861e-06 
23413.818800 2.29665756e-06 
23435.260020 2.10507424e-06 
23456.701250 1.98793931e-06 
23478.142480 1.99643427e-06 
23499.583700 2.22524333e-06 
23521.024930 2.54867278e-06 
23542.466150 2.76583662e-06 
23563.907380 2.85187617e-06 
23585.348610 2.97458795e-06 
23606.789830 3.09368450e-06 
23628.231060 2.90645745e-06 
23649.672280 2.58715128e-06 
23671.113510 2.41862644e-06 
23692.554740 2.41498058e-06 
23713.995960 2.31590375e-06 
23735.437190 2.21205254e-06 
23756.878410 2.30801909e-06 
23778.319640 2.56887409e-06 
23799.760870 2.97284244e-06 
23821.202090 3.45636476e-06 
23842.643320 3.76882248e-06 
23864.084540 3.86625595e-06 
23885.525770 3.85255768e-06 
23906.967000 4.00792755e-06 
23928.408220 4.19469345e-06 
23949.849450 4.17790726e-06 
23971.290670 4.32329249e-06 
23992.731900 4.65182030e-06 
24014.173130 4.81605257e-06 
24035.614350 4.68682428e-06 
24057.055580 4.47464996e-06 
24078.496800 4.39942185e-06 
24099.938030 4.33051683e-06 
24121.379260 4.15702786e-06 
24142.820480 3.97549591e-06 
24164.261710 3.73259539e-06 
24185.702930 3.43654290e-06 
24207.144160 3.36852697e-06 
24228.585390 3.39160145e-06 
24250.026610 3.22842728e-06 
24271.467840 2.98768449e-06 
